gtap12,year,rd_investment,unit
ago,1888,0,million 2017 PPP$
ago,1889,0,million 2017 PPP$
ago,1890,0,million 2017 PPP$
ago,1891,0,million 2017 PPP$
ago,1892,0,million 2017 PPP$
ago,1893,0,million 2017 PPP$
ago,1894,0,million 2017 PPP$
ago,1895,0,million 2017 PPP$
ago,1896,0,million 2017 PPP$
ago,1897,0,million 2017 PPP$
ago,1898,0,million 2017 PPP$
ago,1899,0,million 2017 PPP$
ago,1900,0,million 2017 PPP$
ago,1901,0,million 2017 PPP$
ago,1902,0,million 2017 PPP$
ago,1903,0,million 2017 PPP$
ago,1904,0,million 2017 PPP$
ago,1905,0,million 2017 PPP$
ago,1906,0,million 2017 PPP$
ago,1907,0,million 2017 PPP$
ago,1908,0,million 2017 PPP$
ago,1909,0,million 2017 PPP$
ago,1910,0,million 2017 PPP$
ago,1911,0,million 2017 PPP$
ago,1912,0,million 2017 PPP$
ago,1913,0,million 2017 PPP$
ago,1914,0,million 2017 PPP$
ago,1915,0,million 2017 PPP$
ago,1916,0,million 2017 PPP$
ago,1917,0,million 2017 PPP$
ago,1918,0,million 2017 PPP$
ago,1919,0,million 2017 PPP$
ago,1920,0,million 2017 PPP$
ago,1921,0,million 2017 PPP$
ago,1922,0,million 2017 PPP$
ago,1923,0,million 2017 PPP$
ago,1924,0,million 2017 PPP$
ago,1925,0,million 2017 PPP$
ago,1926,0,million 2017 PPP$
ago,1927,0,million 2017 PPP$
ago,1928,0,million 2017 PPP$
ago,1929,0,million 2017 PPP$
ago,1930,0,million 2017 PPP$
ago,1931,0,million 2017 PPP$
ago,1932,0,million 2017 PPP$
ago,1933,0,million 2017 PPP$
ago,1934,0,million 2017 PPP$
ago,1935,0,million 2017 PPP$
ago,1936,0,million 2017 PPP$
ago,1937,0,million 2017 PPP$
ago,1938,0,million 2017 PPP$
ago,1939,0,million 2017 PPP$
ago,1940,0,million 2017 PPP$
ago,1941,0,million 2017 PPP$
ago,1942,0,million 2017 PPP$
ago,1943,0,million 2017 PPP$
ago,1944,0,million 2017 PPP$
ago,1945,0,million 2017 PPP$
ago,1946,0,million 2017 PPP$
ago,1947,0,million 2017 PPP$
ago,1948,0,million 2017 PPP$
ago,1949,0,million 2017 PPP$
ago,1950,0,million 2017 PPP$
ago,1951,0,million 2017 PPP$
ago,1952,0,million 2017 PPP$
ago,1953,0,million 2017 PPP$
ago,1954,0,million 2017 PPP$
ago,1955,0,million 2017 PPP$
ago,1956,0,million 2017 PPP$
ago,1957,0,million 2017 PPP$
ago,1958,0,million 2017 PPP$
ago,1959,0,million 2017 PPP$
ago,1960,0,million 2017 PPP$
ago,1961,14.7315051557699,million 2017 PPP$
ago,1962,14.7315051557699,million 2017 PPP$
ago,1963,14.7315051557699,million 2017 PPP$
ago,1964,14.7315051557699,million 2017 PPP$
ago,1965,14.7315051557699,million 2017 PPP$
ago,1966,19.8113345198284,million 2017 PPP$
ago,1967,19.8113345198284,million 2017 PPP$
ago,1968,19.8113345198284,million 2017 PPP$
ago,1969,19.8113345198284,million 2017 PPP$
ago,1970,19.8113345198284,million 2017 PPP$
ago,1971,10.9216331327259,million 2017 PPP$
ago,1972,10.9216331327259,million 2017 PPP$
ago,1973,10.9216331327259,million 2017 PPP$
ago,1974,10.9216331327259,million 2017 PPP$
ago,1975,10.9216331327259,million 2017 PPP$
ago,1976,16.2554539649874,million 2017 PPP$
ago,1977,16.2554539649874,million 2017 PPP$
ago,1978,16.2554539649874,million 2017 PPP$
ago,1979,16.2554539649874,million 2017 PPP$
ago,1980,16.2554539649874,million 2017 PPP$
ago,1981,10.9216331327259,million 2017 PPP$
ago,1982,10.9740623808688,million 2017 PPP$
ago,1983,11.2586111892871,million 2017 PPP$
ago,1984,11.7040564149889,million 2017 PPP$
ago,1985,11.4915458528865,million 2017 PPP$
ago,1986,11.926205333327,million 2017 PPP$
ago,1987,11.7722250332566,million 2017 PPP$
ago,1988,12.977650601107,million 2017 PPP$
ago,1989,14.1459502316202,million 2017 PPP$
ago,1990,13.4906061927973,million 2017 PPP$
ago,1991,16.2347800632969,million 2017 PPP$
ago,1992,12.6118135146604,million 2017 PPP$
ago,1993,10.8609069707262,million 2017 PPP$
ago,1994,10.2534498389796,million 2017 PPP$
ago,1995,10.5622565162941,million 2017 PPP$
ago,1996,11.3577378434205,million 2017 PPP$
ago,1997,12.3199120050937,million 2017 PPP$
ago,1998,14.7772909168847,million 2017 PPP$
ago,1999,12.1260704082495,million 2017 PPP$
ago,2000,12.9138141318865,million 2017 PPP$
ago,2001,15.0503806735763,million 2017 PPP$
ago,2002,14.6996230047112,million 2017 PPP$
ago,2003,15.6127992334501,million 2017 PPP$
ago,2004,16.540408029416,million 2017 PPP$
ago,2005,17.2389167600975,million 2017 PPP$
ago,2006,17.8481007221979,million 2017 PPP$
ago,2007,19.8033182855203,million 2017 PPP$
ago,2008,20.6639533132749,million 2017 PPP$
ago,2009,25.3133465577724,million 2017 PPP$
ago,2010,26.224010792106,million 2017 PPP$
ago,2011,27.8169893836314,million 2017 PPP$
ago,2012,25.1952311994244,million 2017 PPP$
ago,2013,31.4789794950286,million 2017 PPP$
ago,2014,30.2736089922987,million 2017 PPP$
ago,2015,33.0557250841995,million 2017 PPP$
ago,2016,34.3333806499878,million 2017 PPP$
ago,2017,34.5384978896968,million 2017 PPP$
ago,2018,33.698130086246,million 2017 PPP$
ago,2019,33.6501618393167,million 2017 PPP$
ago,2020,35.8879507406881,million 2017 PPP$
ago,2021,37.7786901140803,million 2017 PPP$
ago,2022,41.3136045254592,million 2017 PPP$
alb,1888,0,million 2017 PPP$
alb,1889,0,million 2017 PPP$
alb,1890,0,million 2017 PPP$
alb,1891,0,million 2017 PPP$
alb,1892,0,million 2017 PPP$
alb,1893,0,million 2017 PPP$
alb,1894,0,million 2017 PPP$
alb,1895,0,million 2017 PPP$
alb,1896,0,million 2017 PPP$
alb,1897,0,million 2017 PPP$
alb,1898,0,million 2017 PPP$
alb,1899,0,million 2017 PPP$
alb,1900,0,million 2017 PPP$
alb,1901,0,million 2017 PPP$
alb,1902,0,million 2017 PPP$
alb,1903,0,million 2017 PPP$
alb,1904,0,million 2017 PPP$
alb,1905,0,million 2017 PPP$
alb,1906,0,million 2017 PPP$
alb,1907,0,million 2017 PPP$
alb,1908,0,million 2017 PPP$
alb,1909,0,million 2017 PPP$
alb,1910,0,million 2017 PPP$
alb,1911,0,million 2017 PPP$
alb,1912,0,million 2017 PPP$
alb,1913,0,million 2017 PPP$
alb,1914,0,million 2017 PPP$
alb,1915,0,million 2017 PPP$
alb,1916,0,million 2017 PPP$
alb,1917,0,million 2017 PPP$
alb,1918,0,million 2017 PPP$
alb,1919,0,million 2017 PPP$
alb,1920,0,million 2017 PPP$
alb,1921,0,million 2017 PPP$
alb,1922,0,million 2017 PPP$
alb,1923,0,million 2017 PPP$
alb,1924,0,million 2017 PPP$
alb,1925,0,million 2017 PPP$
alb,1926,0,million 2017 PPP$
alb,1927,0,million 2017 PPP$
alb,1928,0,million 2017 PPP$
alb,1929,0,million 2017 PPP$
alb,1930,0,million 2017 PPP$
alb,1931,0,million 2017 PPP$
alb,1932,0,million 2017 PPP$
alb,1933,0,million 2017 PPP$
alb,1934,0,million 2017 PPP$
alb,1935,0,million 2017 PPP$
alb,1936,0,million 2017 PPP$
alb,1937,0,million 2017 PPP$
alb,1938,0,million 2017 PPP$
alb,1939,0,million 2017 PPP$
alb,1940,0,million 2017 PPP$
alb,1941,0,million 2017 PPP$
alb,1942,0,million 2017 PPP$
alb,1943,0,million 2017 PPP$
alb,1944,0,million 2017 PPP$
alb,1945,0,million 2017 PPP$
alb,1946,0,million 2017 PPP$
alb,1947,0,million 2017 PPP$
alb,1948,0,million 2017 PPP$
alb,1949,0,million 2017 PPP$
alb,1950,0,million 2017 PPP$
alb,1951,0,million 2017 PPP$
alb,1952,0,million 2017 PPP$
alb,1953,0,million 2017 PPP$
alb,1954,0,million 2017 PPP$
alb,1955,0,million 2017 PPP$
alb,1956,0,million 2017 PPP$
alb,1957,0,million 2017 PPP$
alb,1958,0,million 2017 PPP$
alb,1959,0,million 2017 PPP$
alb,1960,0,million 2017 PPP$
alb,1961,0,million 2017 PPP$
alb,1962,0,million 2017 PPP$
alb,1963,0,million 2017 PPP$
alb,1964,0,million 2017 PPP$
alb,1965,0,million 2017 PPP$
alb,1966,0,million 2017 PPP$
alb,1967,0,million 2017 PPP$
alb,1968,0,million 2017 PPP$
alb,1969,0,million 2017 PPP$
alb,1970,0,million 2017 PPP$
alb,1971,0,million 2017 PPP$
alb,1972,0,million 2017 PPP$
alb,1973,0,million 2017 PPP$
alb,1974,0,million 2017 PPP$
alb,1975,0,million 2017 PPP$
alb,1976,0,million 2017 PPP$
alb,1977,0,million 2017 PPP$
alb,1978,0,million 2017 PPP$
alb,1979,0,million 2017 PPP$
alb,1980,0,million 2017 PPP$
alb,1981,0,million 2017 PPP$
alb,1982,0,million 2017 PPP$
alb,1983,0,million 2017 PPP$
alb,1984,0,million 2017 PPP$
alb,1985,0,million 2017 PPP$
alb,1986,0,million 2017 PPP$
alb,1987,0,million 2017 PPP$
alb,1988,0,million 2017 PPP$
alb,1989,0,million 2017 PPP$
alb,1990,0,million 2017 PPP$
alb,1991,0,million 2017 PPP$
alb,1992,0,million 2017 PPP$
alb,1993,0,million 2017 PPP$
alb,1994,0,million 2017 PPP$
alb,1995,0,million 2017 PPP$
alb,1996,0,million 2017 PPP$
alb,1997,0,million 2017 PPP$
alb,1998,0,million 2017 PPP$
alb,1999,0,million 2017 PPP$
alb,2000,0,million 2017 PPP$
alb,2001,0,million 2017 PPP$
alb,2002,0,million 2017 PPP$
alb,2003,0,million 2017 PPP$
alb,2004,0,million 2017 PPP$
alb,2005,0,million 2017 PPP$
alb,2006,0,million 2017 PPP$
alb,2007,0,million 2017 PPP$
alb,2008,0,million 2017 PPP$
alb,2009,0,million 2017 PPP$
alb,2010,0,million 2017 PPP$
alb,2011,0,million 2017 PPP$
alb,2012,0,million 2017 PPP$
alb,2013,0,million 2017 PPP$
alb,2014,0,million 2017 PPP$
alb,2015,0,million 2017 PPP$
alb,2016,0,million 2017 PPP$
alb,2017,0,million 2017 PPP$
alb,2018,0,million 2017 PPP$
alb,2019,0,million 2017 PPP$
alb,2020,0,million 2017 PPP$
alb,2021,0,million 2017 PPP$
alb,2022,0,million 2017 PPP$
are,1888,0,million 2017 PPP$
are,1889,0,million 2017 PPP$
are,1890,0,million 2017 PPP$
are,1891,0,million 2017 PPP$
are,1892,0,million 2017 PPP$
are,1893,0,million 2017 PPP$
are,1894,0,million 2017 PPP$
are,1895,0,million 2017 PPP$
are,1896,0,million 2017 PPP$
are,1897,0,million 2017 PPP$
are,1898,0,million 2017 PPP$
are,1899,0,million 2017 PPP$
are,1900,0,million 2017 PPP$
are,1901,0,million 2017 PPP$
are,1902,0,million 2017 PPP$
are,1903,0,million 2017 PPP$
are,1904,0,million 2017 PPP$
are,1905,0,million 2017 PPP$
are,1906,0,million 2017 PPP$
are,1907,0,million 2017 PPP$
are,1908,0,million 2017 PPP$
are,1909,0,million 2017 PPP$
are,1910,0,million 2017 PPP$
are,1911,0,million 2017 PPP$
are,1912,0,million 2017 PPP$
are,1913,0,million 2017 PPP$
are,1914,0,million 2017 PPP$
are,1915,0,million 2017 PPP$
are,1916,0,million 2017 PPP$
are,1917,0,million 2017 PPP$
are,1918,0,million 2017 PPP$
are,1919,0,million 2017 PPP$
are,1920,0,million 2017 PPP$
are,1921,0,million 2017 PPP$
are,1922,0,million 2017 PPP$
are,1923,0,million 2017 PPP$
are,1924,0,million 2017 PPP$
are,1925,0,million 2017 PPP$
are,1926,0,million 2017 PPP$
are,1927,0,million 2017 PPP$
are,1928,0,million 2017 PPP$
are,1929,0,million 2017 PPP$
are,1930,0,million 2017 PPP$
are,1931,0,million 2017 PPP$
are,1932,0,million 2017 PPP$
are,1933,0,million 2017 PPP$
are,1934,0,million 2017 PPP$
are,1935,0,million 2017 PPP$
are,1936,0,million 2017 PPP$
are,1937,0,million 2017 PPP$
are,1938,0,million 2017 PPP$
are,1939,0,million 2017 PPP$
are,1940,0,million 2017 PPP$
are,1941,0,million 2017 PPP$
are,1942,0,million 2017 PPP$
are,1943,0,million 2017 PPP$
are,1944,0,million 2017 PPP$
are,1945,0,million 2017 PPP$
are,1946,0,million 2017 PPP$
are,1947,0,million 2017 PPP$
are,1948,0,million 2017 PPP$
are,1949,0,million 2017 PPP$
are,1950,0,million 2017 PPP$
are,1951,0,million 2017 PPP$
are,1952,0,million 2017 PPP$
are,1953,0,million 2017 PPP$
are,1954,0,million 2017 PPP$
are,1955,0,million 2017 PPP$
are,1956,0,million 2017 PPP$
are,1957,0,million 2017 PPP$
are,1958,0,million 2017 PPP$
are,1959,0,million 2017 PPP$
are,1960,0,million 2017 PPP$
are,1961,0.761974404608787,million 2017 PPP$
are,1962,0.761974404608787,million 2017 PPP$
are,1963,0.761974404608787,million 2017 PPP$
are,1964,0.761974404608787,million 2017 PPP$
are,1965,0.761974404608787,million 2017 PPP$
are,1966,1.01596587281172,million 2017 PPP$
are,1967,1.01596587281172,million 2017 PPP$
are,1968,1.01596587281172,million 2017 PPP$
are,1969,1.01596587281172,million 2017 PPP$
are,1970,1.01596587281172,million 2017 PPP$
are,1971,1.7779402774205,million 2017 PPP$
are,1972,1.7779402774205,million 2017 PPP$
are,1973,1.7779402774205,million 2017 PPP$
are,1974,1.7779402774205,million 2017 PPP$
are,1975,1.7779402774205,million 2017 PPP$
are,1976,2.53991468202929,million 2017 PPP$
are,1977,2.53991468202929,million 2017 PPP$
are,1978,2.53991468202929,million 2017 PPP$
are,1979,2.53991468202929,million 2017 PPP$
are,1980,2.53991468202929,million 2017 PPP$
are,1981,3.30188908663808,million 2017 PPP$
are,1982,3.22998863969564,million 2017 PPP$
are,1983,3.15965386444444,million 2017 PPP$
are,1984,3.47429521211098,million 2017 PPP$
are,1985,3.58722562329646,million 2017 PPP$
are,1986,3.76372143741272,million 2017 PPP$
are,1987,3.75858159391909,million 2017 PPP$
are,1988,3.80275962999679,million 2017 PPP$
are,1989,4.0677808947239,million 2017 PPP$
are,1990,4.19201840437207,million 2017 PPP$
are,1991,4.80998096311261,million 2017 PPP$
are,1992,5.12650977517365,million 2017 PPP$
are,1993,5.43744698062211,million 2017 PPP$
are,1994,6.67557975018076,million 2017 PPP$
are,1995,6.88850109460495,million 2017 PPP$
are,1996,7.21315957158069,million 2017 PPP$
are,1997,8.39311233850523,million 2017 PPP$
are,1998,9.01685760652579,million 2017 PPP$
are,1999,9.76712266910423,million 2017 PPP$
are,2000,10.380651582113,million 2017 PPP$
are,2001,10.4080885933777,million 2017 PPP$
are,2002,10.482110064187,million 2017 PPP$
are,2003,10.0533083312674,million 2017 PPP$
are,2004,9.60106955437599,million 2017 PPP$
are,2005,8.62694887418679,million 2017 PPP$
are,2006,7.64974052078529,million 2017 PPP$
are,2007,7.17004534795118,million 2017 PPP$
are,2008,6.50365102342455,million 2017 PPP$
are,2009,7.34525835428038,million 2017 PPP$
are,2010,6.20561570821391,million 2017 PPP$
are,2011,5.93430215603084,million 2017 PPP$
are,2012,5.85394767762346,million 2017 PPP$
are,2013,6.10741553597195,million 2017 PPP$
are,2014,6.26282669214339,million 2017 PPP$
are,2015,7.33593060404845,million 2017 PPP$
are,2016,7.8843646952467,million 2017 PPP$
are,2017,8.02285585212325,million 2017 PPP$
are,2018,7.67653368884091,million 2017 PPP$
are,2019,8.04950453888753,million 2017 PPP$
are,2020,9.51720532258437,million 2017 PPP$
are,2021,9.68693302211667,million 2017 PPP$
are,2022,9.25565686869597,million 2017 PPP$
arg,1888,0,million 2017 PPP$
arg,1889,0,million 2017 PPP$
arg,1890,0,million 2017 PPP$
arg,1891,0,million 2017 PPP$
arg,1892,0,million 2017 PPP$
arg,1893,0,million 2017 PPP$
arg,1894,0,million 2017 PPP$
arg,1895,0,million 2017 PPP$
arg,1896,0,million 2017 PPP$
arg,1897,0,million 2017 PPP$
arg,1898,0,million 2017 PPP$
arg,1899,0,million 2017 PPP$
arg,1900,0,million 2017 PPP$
arg,1901,0,million 2017 PPP$
arg,1902,0,million 2017 PPP$
arg,1903,0,million 2017 PPP$
arg,1904,0,million 2017 PPP$
arg,1905,0,million 2017 PPP$
arg,1906,0,million 2017 PPP$
arg,1907,0,million 2017 PPP$
arg,1908,0,million 2017 PPP$
arg,1909,0,million 2017 PPP$
arg,1910,0,million 2017 PPP$
arg,1911,0,million 2017 PPP$
arg,1912,0,million 2017 PPP$
arg,1913,0,million 2017 PPP$
arg,1914,0,million 2017 PPP$
arg,1915,0,million 2017 PPP$
arg,1916,0,million 2017 PPP$
arg,1917,0,million 2017 PPP$
arg,1918,0,million 2017 PPP$
arg,1919,0,million 2017 PPP$
arg,1920,0,million 2017 PPP$
arg,1921,0,million 2017 PPP$
arg,1922,0,million 2017 PPP$
arg,1923,0,million 2017 PPP$
arg,1924,0,million 2017 PPP$
arg,1925,0,million 2017 PPP$
arg,1926,0,million 2017 PPP$
arg,1927,0,million 2017 PPP$
arg,1928,0,million 2017 PPP$
arg,1929,0,million 2017 PPP$
arg,1930,0,million 2017 PPP$
arg,1931,0,million 2017 PPP$
arg,1932,0,million 2017 PPP$
arg,1933,0,million 2017 PPP$
arg,1934,0,million 2017 PPP$
arg,1935,0,million 2017 PPP$
arg,1936,0,million 2017 PPP$
arg,1937,0,million 2017 PPP$
arg,1938,0,million 2017 PPP$
arg,1939,0,million 2017 PPP$
arg,1940,0,million 2017 PPP$
arg,1941,0,million 2017 PPP$
arg,1942,0,million 2017 PPP$
arg,1943,0,million 2017 PPP$
arg,1944,0,million 2017 PPP$
arg,1945,0,million 2017 PPP$
arg,1946,0,million 2017 PPP$
arg,1947,0,million 2017 PPP$
arg,1948,0,million 2017 PPP$
arg,1949,0,million 2017 PPP$
arg,1950,0,million 2017 PPP$
arg,1951,0,million 2017 PPP$
arg,1952,0,million 2017 PPP$
arg,1953,0,million 2017 PPP$
arg,1954,0,million 2017 PPP$
arg,1955,0,million 2017 PPP$
arg,1956,0,million 2017 PPP$
arg,1957,0,million 2017 PPP$
arg,1958,0,million 2017 PPP$
arg,1959,0,million 2017 PPP$
arg,1960,325.427368993282,million 2017 PPP$
arg,1961,325.427368993282,million 2017 PPP$
arg,1962,325.427368993282,million 2017 PPP$
arg,1963,325.427368993282,million 2017 PPP$
arg,1964,325.427368993282,million 2017 PPP$
arg,1965,355.904684692501,million 2017 PPP$
arg,1966,355.904684692501,million 2017 PPP$
arg,1967,355.904684692501,million 2017 PPP$
arg,1968,355.904684692501,million 2017 PPP$
arg,1969,355.904684692501,million 2017 PPP$
arg,1970,439.358242401538,million 2017 PPP$
arg,1971,368.79792006288,million 2017 PPP$
arg,1972,405.837148091632,million 2017 PPP$
arg,1973,495.1147324064,million 2017 PPP$
arg,1974,555.575243900505,million 2017 PPP$
arg,1975,417.056964052672,million 2017 PPP$
arg,1976,408.294571082511,million 2017 PPP$
arg,1977,442.019901619542,million 2017 PPP$
arg,1978,494.534965051983,million 2017 PPP$
arg,1979,507.29643511454,million 2017 PPP$
arg,1980,570.339546641956,million 2017 PPP$
arg,1981,482.676087348007,million 2017 PPP$
arg,1982,355.33177277123,million 2017 PPP$
arg,1983,349.619575551384,million 2017 PPP$
arg,1984,336.713387320043,million 2017 PPP$
arg,1985,546.025355033443,million 2017 PPP$
arg,1986,503.762708793744,million 2017 PPP$
arg,1987,559.923826752765,million 2017 PPP$
arg,1988,544.586022387562,million 2017 PPP$
arg,1989,450.642893457978,million 2017 PPP$
arg,1990,509.117981449776,million 2017 PPP$
arg,1991,512.894847020479,million 2017 PPP$
arg,1992,466.475781700535,million 2017 PPP$
arg,1993,599.069481317166,million 2017 PPP$
arg,1994,622.174928974087,million 2017 PPP$
arg,1995,577.61545665401,million 2017 PPP$
arg,1996,538.462823835975,million 2017 PPP$
arg,1997,541.906165099629,million 2017 PPP$
arg,1998,571.625576460194,million 2017 PPP$
arg,1999,506.887989202656,million 2017 PPP$
arg,2000,447.168307601446,million 2017 PPP$
arg,2001,383.098829013541,million 2017 PPP$
arg,2002,318.864408041666,million 2017 PPP$
arg,2003,430.014941920084,million 2017 PPP$
arg,2004,564.381020246349,million 2017 PPP$
arg,2005,649.365322128405,million 2017 PPP$
arg,2006,770.321076906694,million 2017 PPP$
arg,2007,761.404594108181,million 2017 PPP$
arg,2008,769.144299055305,million 2017 PPP$
arg,2009,777.423163227669,million 2017 PPP$
arg,2010,743.906139356132,million 2017 PPP$
arg,2011,773.05001352604,million 2017 PPP$
arg,2012,805.806379215549,million 2017 PPP$
arg,2013,850.205716159039,million 2017 PPP$
arg,2014,822.537792337645,million 2017 PPP$
arg,2015,863.687645442033,million 2017 PPP$
arg,2016,648.177924132591,million 2017 PPP$
arg,2017,621.144266544972,million 2017 PPP$
arg,2018,552.137040292685,million 2017 PPP$
arg,2019,593.156647952682,million 2017 PPP$
arg,2020,617.546899711418,million 2017 PPP$
arg,2021,710.71213937832,million 2017 PPP$
arg,2022,689.657800180384,million 2017 PPP$
arm,1888,0,million 2017 PPP$
arm,1889,0,million 2017 PPP$
arm,1890,0,million 2017 PPP$
arm,1891,0,million 2017 PPP$
arm,1892,0,million 2017 PPP$
arm,1893,0,million 2017 PPP$
arm,1894,0,million 2017 PPP$
arm,1895,0,million 2017 PPP$
arm,1896,0,million 2017 PPP$
arm,1897,0,million 2017 PPP$
arm,1898,0,million 2017 PPP$
arm,1899,0,million 2017 PPP$
arm,1900,0,million 2017 PPP$
arm,1901,0,million 2017 PPP$
arm,1902,0,million 2017 PPP$
arm,1903,0,million 2017 PPP$
arm,1904,0,million 2017 PPP$
arm,1905,0,million 2017 PPP$
arm,1906,0,million 2017 PPP$
arm,1907,0,million 2017 PPP$
arm,1908,0,million 2017 PPP$
arm,1909,0,million 2017 PPP$
arm,1910,0,million 2017 PPP$
arm,1911,0,million 2017 PPP$
arm,1912,0,million 2017 PPP$
arm,1913,0,million 2017 PPP$
arm,1914,0,million 2017 PPP$
arm,1915,0,million 2017 PPP$
arm,1916,0,million 2017 PPP$
arm,1917,0,million 2017 PPP$
arm,1918,0,million 2017 PPP$
arm,1919,0,million 2017 PPP$
arm,1920,0,million 2017 PPP$
arm,1921,0,million 2017 PPP$
arm,1922,0,million 2017 PPP$
arm,1923,0,million 2017 PPP$
arm,1924,0,million 2017 PPP$
arm,1925,0,million 2017 PPP$
arm,1926,0,million 2017 PPP$
arm,1927,0,million 2017 PPP$
arm,1928,0,million 2017 PPP$
arm,1929,0,million 2017 PPP$
arm,1930,0,million 2017 PPP$
arm,1931,0,million 2017 PPP$
arm,1932,0,million 2017 PPP$
arm,1933,0,million 2017 PPP$
arm,1934,0,million 2017 PPP$
arm,1935,0,million 2017 PPP$
arm,1936,0,million 2017 PPP$
arm,1937,0,million 2017 PPP$
arm,1938,0,million 2017 PPP$
arm,1939,0,million 2017 PPP$
arm,1940,0,million 2017 PPP$
arm,1941,0,million 2017 PPP$
arm,1942,0,million 2017 PPP$
arm,1943,0,million 2017 PPP$
arm,1944,0,million 2017 PPP$
arm,1945,0,million 2017 PPP$
arm,1946,0,million 2017 PPP$
arm,1947,0,million 2017 PPP$
arm,1948,0,million 2017 PPP$
arm,1949,0,million 2017 PPP$
arm,1950,0,million 2017 PPP$
arm,1951,0,million 2017 PPP$
arm,1952,0,million 2017 PPP$
arm,1953,0,million 2017 PPP$
arm,1954,0,million 2017 PPP$
arm,1955,0,million 2017 PPP$
arm,1956,0,million 2017 PPP$
arm,1957,0,million 2017 PPP$
arm,1958,0,million 2017 PPP$
arm,1959,0,million 2017 PPP$
arm,1960,0,million 2017 PPP$
arm,1961,0,million 2017 PPP$
arm,1962,0,million 2017 PPP$
arm,1963,0,million 2017 PPP$
arm,1964,0,million 2017 PPP$
arm,1965,0,million 2017 PPP$
arm,1966,0,million 2017 PPP$
arm,1967,0,million 2017 PPP$
arm,1968,0,million 2017 PPP$
arm,1969,0,million 2017 PPP$
arm,1970,0,million 2017 PPP$
arm,1971,0,million 2017 PPP$
arm,1972,0,million 2017 PPP$
arm,1973,0,million 2017 PPP$
arm,1974,0,million 2017 PPP$
arm,1975,0,million 2017 PPP$
arm,1976,0,million 2017 PPP$
arm,1977,0,million 2017 PPP$
arm,1978,0,million 2017 PPP$
arm,1979,0,million 2017 PPP$
arm,1980,0,million 2017 PPP$
arm,1981,0,million 2017 PPP$
arm,1982,0,million 2017 PPP$
arm,1983,0,million 2017 PPP$
arm,1984,0,million 2017 PPP$
arm,1985,0,million 2017 PPP$
arm,1986,0,million 2017 PPP$
arm,1987,0,million 2017 PPP$
arm,1988,0,million 2017 PPP$
arm,1989,0,million 2017 PPP$
arm,1990,0,million 2017 PPP$
arm,1991,0,million 2017 PPP$
arm,1992,0,million 2017 PPP$
arm,1993,0,million 2017 PPP$
arm,1994,0,million 2017 PPP$
arm,1995,0,million 2017 PPP$
arm,1996,0,million 2017 PPP$
arm,1997,0,million 2017 PPP$
arm,1998,0,million 2017 PPP$
arm,1999,0,million 2017 PPP$
arm,2000,0,million 2017 PPP$
arm,2001,0,million 2017 PPP$
arm,2002,0,million 2017 PPP$
arm,2003,0,million 2017 PPP$
arm,2004,0,million 2017 PPP$
arm,2005,0,million 2017 PPP$
arm,2006,0,million 2017 PPP$
arm,2007,0,million 2017 PPP$
arm,2008,0,million 2017 PPP$
arm,2009,0,million 2017 PPP$
arm,2010,0,million 2017 PPP$
arm,2011,0,million 2017 PPP$
arm,2012,0,million 2017 PPP$
arm,2013,0.452242486864178,million 2017 PPP$
arm,2014,0.537809359775734,million 2017 PPP$
arm,2015,0.989929354035424,million 2017 PPP$
arm,2016,0.708121022299648,million 2017 PPP$
arm,2017,0.908993469500578,million 2017 PPP$
arm,2018,1.65114627831686,million 2017 PPP$
arm,2019,1.5599128041308,million 2017 PPP$
arm,2020,1.49664560715751,million 2017 PPP$
arm,2021,1.53517641587979,million 2017 PPP$
arm,2022,1.55623165782904,million 2017 PPP$
aus,1888,0,million 2017 PPP$
aus,1889,0,million 2017 PPP$
aus,1890,0,million 2017 PPP$
aus,1891,0,million 2017 PPP$
aus,1892,0,million 2017 PPP$
aus,1893,0,million 2017 PPP$
aus,1894,0,million 2017 PPP$
aus,1895,0,million 2017 PPP$
aus,1896,0,million 2017 PPP$
aus,1897,0,million 2017 PPP$
aus,1898,0,million 2017 PPP$
aus,1899,0,million 2017 PPP$
aus,1900,0,million 2017 PPP$
aus,1901,0,million 2017 PPP$
aus,1902,0,million 2017 PPP$
aus,1903,0,million 2017 PPP$
aus,1904,0,million 2017 PPP$
aus,1905,0,million 2017 PPP$
aus,1906,0,million 2017 PPP$
aus,1907,0,million 2017 PPP$
aus,1908,0,million 2017 PPP$
aus,1909,0,million 2017 PPP$
aus,1910,0,million 2017 PPP$
aus,1911,0,million 2017 PPP$
aus,1912,0,million 2017 PPP$
aus,1913,0,million 2017 PPP$
aus,1914,0,million 2017 PPP$
aus,1915,0,million 2017 PPP$
aus,1916,0,million 2017 PPP$
aus,1917,0,million 2017 PPP$
aus,1918,0,million 2017 PPP$
aus,1919,0,million 2017 PPP$
aus,1920,0,million 2017 PPP$
aus,1921,0,million 2017 PPP$
aus,1922,0,million 2017 PPP$
aus,1923,0,million 2017 PPP$
aus,1924,0,million 2017 PPP$
aus,1925,0,million 2017 PPP$
aus,1926,0,million 2017 PPP$
aus,1927,0,million 2017 PPP$
aus,1928,0,million 2017 PPP$
aus,1929,0,million 2017 PPP$
aus,1930,0,million 2017 PPP$
aus,1931,0,million 2017 PPP$
aus,1932,0,million 2017 PPP$
aus,1933,0,million 2017 PPP$
aus,1934,0,million 2017 PPP$
