gtap12,year,rd_stock,unit
ltu,2017,199.6496116806231,million 2017 PPP$
ltu,2018,201.10868465737974,million 2017 PPP$
ltu,2019,199.8460585853372,million 2017 PPP$
ltu,2020,200.8279853136385,million 2017 PPP$
ltu,2021,206.8564896000899,million 2017 PPP$
ltu,2022,217.8481326219389,million 2017 PPP$
lux,2004,2.184897691917536,million 2017 PPP$
lux,2005,2.480214777596654,million 2017 PPP$
lux,2006,2.820316718424137,million 2017 PPP$
lux,2007,3.2453751545508758,million 2017 PPP$
lux,2008,3.7959558229732586,million 2017 PPP$
lux,2009,4.487359440570709,million 2017 PPP$
lux,2010,5.31583145347983,million 2017 PPP$
lux,2011,6.303500872048117,million 2017 PPP$
lux,2012,7.522265826836686,million 2017 PPP$
lux,2013,9.031371487282437,million 2017 PPP$
lux,2014,10.82691520763944,million 2017 PPP$
lux,2015,12.819557864942372,million 2017 PPP$
lux,2016,14.86965664550285,million 2017 PPP$
lux,2017,16.79858631971935,million 2017 PPP$
lux,2018,18.406634860844395,million 2017 PPP$
lux,2019,19.51425620067041,million 2017 PPP$
lux,2020,20.003683577473897,million 2017 PPP$
lux,2021,19.84127575116114,million 2017 PPP$
lux,2022,19.077929364704033,million 2017 PPP$
lva,2004,60.62689559755551,million 2017 PPP$
lva,2005,61.82862066688504,million 2017 PPP$
lva,2006,66.47633096257954,million 2017 PPP$
lva,2007,77.12524451040667,million 2017 PPP$
lva,2008,94.13445300233144,million 2017 PPP$
lva,2009,113.13820009830319,million 2017 PPP$
lva,2010,126.16150486093217,million 2017 PPP$
lva,2011,132.60894778597617,million 2017 PPP$
lva,2012,136.58912396277861,million 2017 PPP$
lva,2013,142.17684789876228,million 2017 PPP$
lva,2014,149.70114487251695,million 2017 PPP$
lva,2015,157.49932175687988,million 2017 PPP$
lva,2016,165.38776310670988,million 2017 PPP$
lva,2017,174.8826451238582,million 2017 PPP$
lva,2018,184.67785252682054,million 2017 PPP$
lva,2019,193.40549086951881,million 2017 PPP$
lva,2020,200.07526640711833,million 2017 PPP$
lva,2021,206.1077773055182,million 2017 PPP$
lva,2022,211.8798839157318,million 2017 PPP$
mar,2004,386.82098851062443,million 2017 PPP$
mar,2005,406.96745543898595,million 2017 PPP$
mar,2006,436.13255509886534,million 2017 PPP$
mar,2007,473.8919590630764,million 2017 PPP$
mar,2008,519.5203433467211,million 2017 PPP$
mar,2009,573.0702882318341,million 2017 PPP$
mar,2010,634.0324691759753,million 2017 PPP$
mar,2011,699.5254020531927,million 2017 PPP$
mar,2012,764.0991871790228,million 2017 PPP$
mar,2013,823.2049977977808,million 2017 PPP$
mar,2014,874.1393690476274,million 2017 PPP$
mar,2015,912.442413323198,million 2017 PPP$
mar,2016,937.4235951670556,million 2017 PPP$
mar,2017,952.8399773751453,million 2017 PPP$
mar,2018,966.2385695100435,million 2017 PPP$
mar,2019,984.9103680717648,million 2017 PPP$
mar,2020,1010.5145970521688,million 2017 PPP$
mar,2021,1039.8799835276604,million 2017 PPP$
mar,2022,1070.4268982967476,million 2017 PPP$
mdg,2004,268.86337367140953,million 2017 PPP$
mdg,2005,266.0442999891384,million 2017 PPP$
mdg,2006,261.2029459979166,million 2017 PPP$
mdg,2007,254.30521202608944,million 2017 PPP$
mdg,2008,245.18666863116505,million 2017 PPP$
mdg,2009,234.0602199497932,million 2017 PPP$
mdg,2010,221.68113857201112,million 2017 PPP$
mdg,2011,209.8495085815844,million 2017 PPP$
mdg,2012,198.4074183541802,million 2017 PPP$
mdg,2013,187.61401071645312,million 2017 PPP$
mdg,2014,178.18399948115945,million 2017 PPP$
mdg,2015,169.1909019959813,million 2017 PPP$
mdg,2016,161.05191041335988,million 2017 PPP$
mdg,2017,153.73198819273557,million 2017 PPP$
mdg,2018,146.60440406529654,million 2017 PPP$
mdg,2019,139.9493874855833,million 2017 PPP$
mdg,2020,133.84457706540746,million 2017 PPP$
mdg,2021,128.42653234341867,million 2017 PPP$
mdg,2022,123.6992422930318,million 2017 PPP$
mex,2004,4716.021860478723,million 2017 PPP$
mex,2005,4825.195591918396,million 2017 PPP$
mex,2006,4932.341186579217,million 2017 PPP$
mex,2007,5046.728868969454,million 2017 PPP$
mex,2008,5178.951957778484,million 2017 PPP$
mex,2009,5324.026496397159,million 2017 PPP$
mex,2010,5482.477702185515,million 2017 PPP$
mex,2011,5654.629487271005,million 2017 PPP$
mex,2012,5841.269778992853,million 2017 PPP$
mex,2013,6043.179795100673,million 2017 PPP$
mex,2014,6259.856901166116,million 2017 PPP$
mex,2015,6488.36297961258,million 2017 PPP$
mex,2016,6723.0935351521675,million 2017 PPP$
mex,2017,6956.4792070811745,million 2017 PPP$
mex,2018,7178.222845831949,million 2017 PPP$
mex,2019,7386.532388257986,million 2017 PPP$
mex,2020,7564.5012844760995,million 2017 PPP$
mex,2021,7707.384823209647,million 2017 PPP$
mex,2022,7793.253696137918,million 2017 PPP$
mlt,2004,3.5570485383697785,million 2017 PPP$
mlt,2005,4.941833161018497,million 2017 PPP$
mlt,2006,5.703827687892507,million 2017 PPP$
mlt,2007,6.216465553255568,million 2017 PPP$
mlt,2008,6.545399185235639,million 2017 PPP$
mlt,2009,6.923274660830248,million 2017 PPP$
mlt,2010,7.555477801581253,million 2017 PPP$
mlt,2011,8.258611300675616,million 2017 PPP$
mlt,2012,8.889705002428096,million 2017 PPP$
mlt,2013,10.147014240608735,million 2017 PPP$
mlt,2014,13.944354054468551,million 2017 PPP$
mlt,2015,18.547870179713946,million 2017 PPP$
mlt,2016,22.201506003836133,million 2017 PPP$
mlt,2017,23.484023957457094,million 2017 PPP$
mlt,2018,22.124057687125706,million 2017 PPP$
mlt,2019,19.2411310317314,million 2017 PPP$
mlt,2020,16.118040285375482,million 2017 PPP$
mlt,2021,13.454364077979523,million 2017 PPP$
mlt,2022,11.556986976074247,million 2017 PPP$
mng,2004,0,million 2017 PPP$
mng,2005,0,million 2017 PPP$
mng,2006,0,million 2017 PPP$
mng,2007,0,million 2017 PPP$
mng,2008,0,million 2017 PPP$
mng,2009,0,million 2017 PPP$
mng,2010,0,million 2017 PPP$
mng,2011,0,million 2017 PPP$
mng,2012,0,million 2017 PPP$
mng,2013,0.2545905832352984,million 2017 PPP$
mng,2014,2.290731706673183,million 2017 PPP$
mng,2015,7.418173918390793,million 2017 PPP$
mng,2016,15.33923885077877,million 2017 PPP$
mng,2017,24.515677951262912,million 2017 PPP$
mng,2018,33.007726004643594,million 2017 PPP$
mng,2019,39.36561978496687,million 2017 PPP$
mng,2020,43.13951608917573,million 2017 PPP$
mng,2021,44.709890108372136,million 2017 PPP$
mng,2022,44.8092927824906,million 2017 PPP$
moz,2004,120.10737437586175,million 2017 PPP$
moz,2005,118.79004506651079,million 2017 PPP$
moz,2006,118.25737560621191,million 2017 PPP$
moz,2007,118.91119834446808,million 2017 PPP$
moz,2008,120.1938935243487,million 2017 PPP$
moz,2009,121.52161147671602,million 2017 PPP$
moz,2010,123.264083975871,million 2017 PPP$
moz,2011,126.19019449415379,million 2017 PPP$
moz,2012,130.42042313960158,million 2017 PPP$
moz,2013,135.8425246815786,million 2017 PPP$
moz,2014,141.9883726203674,million 2017 PPP$
moz,2015,149.00585051026937,million 2017 PPP$
moz,2016,157.6874606150395,million 2017 PPP$
moz,2017,168.02084319989368,million 2017 PPP$
moz,2018,178.77009239185156,million 2017 PPP$
moz,2019,188.3565977141329,million 2017 PPP$
moz,2020,195.63359028030888,million 2017 PPP$
moz,2021,199.99582446986392,million 2017 PPP$
moz,2022,201.76258655494908,million 2017 PPP$
mrt,2004,68.88906313659236,million 2017 PPP$
mrt,2005,84.08571315637245,million 2017 PPP$
mrt,2006,99.64064518333647,million 2017 PPP$
mrt,2007,113.64313597823285,million 2017 PPP$
mrt,2008,125.45338085140895,million 2017 PPP$
mrt,2009,133.6048079085794,million 2017 PPP$
mrt,2010,137.3078736411096,million 2017 PPP$
mrt,2011,137.08394510016325,million 2017 PPP$
mrt,2012,133.88301195419726,million 2017 PPP$
mrt,2013,128.7003767136797,million 2017 PPP$
mrt,2014,122.70708369564623,million 2017 PPP$
mrt,2015,117.40055982602026,million 2017 PPP$
mrt,2016,114.27562132515983,million 2017 PPP$
mrt,2017,113.86994727168427,million 2017 PPP$
mrt,2018,115.45477374092496,million 2017 PPP$
mrt,2019,118.95788319862594,million 2017 PPP$
mrt,2020,123.45528495338944,million 2017 PPP$
mrt,2021,128.20386472532493,million 2017 PPP$
mrt,2022,132.0583327050124,million 2017 PPP$
mus,2004,204.0615745238528,million 2017 PPP$
mus,2005,215.66682333241388,million 2017 PPP$
mus,2006,225.69072918777763,million 2017 PPP$
mus,2007,232.7458468306462,million 2017 PPP$
mus,2008,235.9425448793116,million 2017 PPP$
mus,2009,235.39706032333544,million 2017 PPP$
mus,2010,232.94242326596648,million 2017 PPP$
mus,2011,231.29124724569925,million 2017 PPP$
mus,2012,231.60557400215265,million 2017 PPP$
mus,2013,234.09647741150184,million 2017 PPP$
mus,2014,238.74789422627762,million 2017 PPP$
mus,2015,244.75724228284,million 2017 PPP$
mus,2016,251.56180309090098,million 2017 PPP$
mus,2017,258.51877704445747,million 2017 PPP$
mus,2018,265.4645489829032,million 2017 PPP$
mus,2019,272.70668368414556,million 2017 PPP$
mus,2020,280.33979475132094,million 2017 PPP$
mus,2021,288.4051573861683,million 2017 PPP$
mus,2022,296.7816712993564,million 2017 PPP$
mwi,2004,187.86180338466278,million 2017 PPP$
mwi,2005,180.42573571905015,million 2017 PPP$
mwi,2006,170.83833444441044,million 2017 PPP$
mwi,2007,160.6725276602521,million 2017 PPP$
mwi,2008,151.17832906155095,million 2017 PPP$
mwi,2009,143.44952848516778,million 2017 PPP$
mwi,2010,138.87716488680059,million 2017 PPP$
mwi,2011,138.86363530188925,million 2017 PPP$
mwi,2012,143.71456669754653,million 2017 PPP$
mwi,2013,152.6263916039632,million 2017 PPP$
mwi,2014,163.40338281682494,million 2017 PPP$
mwi,2015,173.3130451335175,million 2017 PPP$
mwi,2016,180.439429702086,million 2017 PPP$
mwi,2017,184.24220444461676,million 2017 PPP$
mwi,2018,185.9125341102035,million 2017 PPP$
mwi,2019,186.21224090049876,million 2017 PPP$
mwi,2020,186.130306230213,million 2017 PPP$
mwi,2021,186.6792019764654,million 2017 PPP$
mwi,2022,188.49008645764653,million 2017 PPP$
mys,2004,3535.341463250038,million 2017 PPP$
mys,2005,3753.9271487937444,million 2017 PPP$
mys,2006,3971.7255795738433,million 2017 PPP$
mys,2007,4151.0021044493715,million 2017 PPP$
mys,2008,4269.56852008672,million 2017 PPP$
mys,2009,4329.979700820726,million 2017 PPP$
mys,2010,4356.471268414324,million 2017 PPP$
mys,2011,4368.324213919362,million 2017 PPP$
mys,2012,4373.338488055738,million 2017 PPP$
mys,2013,4379.705533376558,million 2017 PPP$
mys,2014,4403.50738861934,million 2017 PPP$
mys,2015,4443.437891926924,million 2017 PPP$
mys,2016,4495.107235804407,million 2017 PPP$
mys,2017,4545.413589764244,million 2017 PPP$
mys,2018,4579.031650416773,million 2017 PPP$
mys,2019,4596.57742196108,million 2017 PPP$
mys,2020,4598.206311470633,million 2017 PPP$
mys,2021,4596.668890916991,million 2017 PPP$
mys,2022,4607.836806664646,million 2017 PPP$
nam,2004,247.88112913400855,million 2017 PPP$
nam,2005,260.0729003450689,million 2017 PPP$
nam,2006,272.04624986500664,million 2017 PPP$
nam,2007,283.9619681883146,million 2017 PPP$
nam,2008,292.42119988781377,million 2017 PPP$
nam,2009,295.9618255741095,million 2017 PPP$
nam,2010,294.70832798451966,million 2017 PPP$
nam,2011,289.69320879693356,million 2017 PPP$
nam,2012,283.2718263209173,million 2017 PPP$
nam,2013,277.0258472720709,million 2017 PPP$
nam,2014,271.6676100825971,million 2017 PPP$
nam,2015,268.84478841918656,million 2017 PPP$
nam,2016,269.52779474822495,million 2017 PPP$
nam,2017,273.23997342135306,million 2017 PPP$
nam,2018,279.02870802764556,million 2017 PPP$
nam,2019,286.106679635819,million 2017 PPP$
nam,2020,293.790828020753,million 2017 PPP$
nam,2021,300.55919515449574,million 2017 PPP$
nam,2022,308.092773278931,million 2017 PPP$
nga,2004,1912.194798305057,million 2017 PPP$
nga,2005,2307.203671276103,million 2017 PPP$
nga,2006,2718.8604902684233,million 2017 PPP$
nga,2007,3110.130269302283,million 2017 PPP$
nga,2008,3476.964992991352,million 2017 PPP$
nga,2009,3840.5637431535856,million 2017 PPP$
nga,2010,4182.031327131651,million 2017 PPP$
nga,2011,4448.536828760348,million 2017 PPP$
nga,2012,4615.820343976167,million 2017 PPP$
nga,2013,4692.159806263607,million 2017 PPP$
nga,2014,4698.996290787079,million 2017 PPP$
nga,2015,4670.608584346993,million 2017 PPP$
nga,2016,4640.136705901955,million 2017 PPP$
nga,2017,4628.771621151981,million 2017 PPP$
nga,2018,4642.467482102605,million 2017 PPP$
nga,2019,4684.247918796036,million 2017 PPP$
nga,2020,4730.91228263724,million 2017 PPP$
nga,2021,4766.719959668952,million 2017 PPP$
nga,2022,4800.488013005048,million 2017 PPP$
nic,2004,53.32466095803514,million 2017 PPP$
nic,2005,51.474459510248046,million 2017 PPP$
nic,2006,49.40469200741215,million 2017 PPP$
nic,2007,47.20325519129047,million 2017 PPP$
nic,2008,45.36876112144685,million 2017 PPP$
nic,2009,44.48106340552014,million 2017 PPP$
nic,2010,44.98890700816353,million 2017 PPP$
nic,2011,47.16400800177023,million 2017 PPP$
nic,2012,51.14462276379791,million 2017 PPP$
nic,2013,56.92969572628641,million 2017 PPP$
nic,2014,64.03211331577528,million 2017 PPP$
nic,2015,71.37575685608385,million 2017 PPP$
nic,2016,77.74157423199762,million 2017 PPP$
nic,2017,82.28233114221602,million 2017 PPP$
nic,2018,84.70156785107662,million 2017 PPP$
nic,2019,85.19840567530902,million 2017 PPP$
nic,2020,84.54244050810318,million 2017 PPP$
nic,2021,84.03844158968137,million 2017 PPP$
nic,2022,85.32115528230658,million 2017 PPP$
nld,2004,5999.874943045504,million 2017 PPP$
nld,2005,6042.619299084916,million 2017 PPP$
nld,2006,6088.094325830817,million 2017 PPP$
nld,2007,6139.6059482029195,million 2017 PPP$
nld,2008,6197.663166597501,million 2017 PPP$
nld,2009,6262.0986093834035,million 2017 PPP$
nld,2010,6328.336732933164,million 2017 PPP$
nld,2011,6390.485459583171,million 2017 PPP$
nld,2012,6443.656022423107,million 2017 PPP$
nld,2013,6489.009313413076,million 2017 PPP$
nld,2014,6533.83681431776,million 2017 PPP$
nld,2015,6584.461027691613,million 2017 PPP$
nld,2016,6646.58914478089,million 2017 PPP$
nld,2017,6720.740061554159,million 2017 PPP$
nld,2018,6802.101489015005,million 2017 PPP$
nld,2019,6884.211463326294,million 2017 PPP$
nld,2020,6961.781273307377,million 2017 PPP$
nld,2021,7031.609622029358,million 2017 PPP$
nld,2022,7094.754255982979,million 2017 PPP$
nor,2004,2028.565921595424,million 2017 PPP$
nor,2005,2062.615848868725,million 2017 PPP$
nor,2006,2095.3128619783065,million 2017 PPP$
nor,2007,2127.92573368854,million 2017 PPP$
nor,2008,2161.373479068511,million 2017 PPP$
nor,2009,2196.236192200323,million 2017 PPP$
nor,2010,2232.3170925538266,million 2017 PPP$
nor,2011,2267.4132319204214,million 2017 PPP$
nor,2012,2297.972120136144,million 2017 PPP$
nor,2013,2321.2888216652286,million 2017 PPP$
nor,2014,2335.276176978706,million 2017 PPP$
nor,2015,2338.680430396729,million 2017 PPP$
nor,2016,2332.5430085813755,million 2017 PPP$
nor,2017,2319.7237014790335,million 2017 PPP$
nor,2018,2304.9283764202137,million 2017 PPP$
nor,2019,2294.53793728077,million 2017 PPP$
nor,2020,2295.2571853028708,million 2017 PPP$
nor,2021,2311.211882663615,million 2017 PPP$
nor,2022,2343.935790877641,million 2017 PPP$
npl,2004,354.4267126727903,million 2017 PPP$
npl,2005,371.1673366097462,million 2017 PPP$
npl,2006,377.5100880089365,million 2017 PPP$
npl,2007,374.59695981732386,million 2017 PPP$
npl,2008,366.68208612080736,million 2017 PPP$
npl,2009,359.19112817097823,million 2017 PPP$
npl,2010,355.778304884877,million 2017 PPP$
npl,2011,356.8316313181299,million 2017 PPP$
npl,2012,362.10030031241376,million 2017 PPP$
npl,2013,371.59983529602016,million 2017 PPP$
npl,2014,385.171048239541,million 2017 PPP$
npl,2015,405.3487986899558,million 2017 PPP$
npl,2016,435.02853356722227,million 2017 PPP$
npl,2017,473.05266485335915,million 2017 PPP$
npl,2018,516.6380559123953,million 2017 PPP$
npl,2019,561.2405228082301,million 2017 PPP$
npl,2020,602.3766103343137,million 2017 PPP$
npl,2021,638.0429064001336,million 2017 PPP$
npl,2022,667.8941521292098,million 2017 PPP$
nzl,2004,3066.332850091308,million 2017 PPP$
nzl,2005,3175.4911876463498,million 2017 PPP$
nzl,2006,3286.45023490449,million 2017 PPP$
nzl,2007,3395.8546893269927,million 2017 PPP$
nzl,2008,3501.1251685624643,million 2017 PPP$
nzl,2009,3599.9795307519476,million 2017 PPP$
nzl,2010,3691.958205776305,million 2017 PPP$
nzl,2011,3778.1581496331974,million 2017 PPP$
nzl,2012,3860.305583965823,million 2017 PPP$
nzl,2013,3939.432006047977,million 2017 PPP$
nzl,2014,4015.5493633426017,million 2017 PPP$
nzl,2015,4087.9585781073347,million 2017 PPP$
nzl,2016,4156.495122869335,million 2017 PPP$
nzl,2017,4219.622463245352,million 2017 PPP$
nzl,2018,4276.316838193506,million 2017 PPP$
nzl,2019,4326.35858776003,million 2017 PPP$
nzl,2020,4369.502457880097,million 2017 PPP$
nzl,2021,4406.413607791981,million 2017 PPP$
nzl,2022,4437.960158101987,million 2017 PPP$
omn,2004,222.3918691091268,million 2017 PPP$
omn,2005,237.35847488109493,million 2017 PPP$
omn,2006,253.3323085217384,million 2017 PPP$
omn,2007,270.3811548043647,million 2017 PPP$
omn,2008,288.34686908187274,million 2017 PPP$
omn,2009,306.37578503957275,million 2017 PPP$
omn,2010,325.82377584619775,million 2017 PPP$
omn,2011,347.9102008373183,million 2017 PPP$
omn,2012,372.73769195072254,million 2017 PPP$
omn,2013,400.8404175738428,million 2017 PPP$
omn,2014,431.0415824324025,million 2017 PPP$
omn,2015,464.57259769068105,million 2017 PPP$
omn,2016,499.58787167957803,million 2017 PPP$
omn,2017,531.2584397525271,million 2017 PPP$
omn,2018,554.7047111541576,million 2017 PPP$
omn,2019,565.5705180126306,million 2017 PPP$
omn,2020,563.050241036061,million 2017 PPP$
omn,2021,550.8596217663417,million 2017 PPP$
omn,2022,533.9052333145381,million 2017 PPP$
pak,2004,1675.6049058043639,million 2017 PPP$
pak,2005,1643.6683483946586,million 2017 PPP$
pak,2006,1637.1922084892524,million 2017 PPP$
pak,2007,1655.8386260034326,million 2017 PPP$
pak,2008,1699.6224774113134,million 2017 PPP$
pak,2009,1766.6425469114654,million 2017 PPP$
pak,2010,1848.6107668372338,million 2017 PPP$
pak,2011,1928.1387565961197,million 2017 PPP$
pak,2012,1998.369441968274,million 2017 PPP$
pak,2013,2062.1543365589055,million 2017 PPP$
pak,2014,2135.0721375806543,million 2017 PPP$
pak,2015,2231.7339897868083,million 2017 PPP$
pak,2016,2352.098999511319,million 2017 PPP$
pak,2017,2488.1938511326634,million 2017 PPP$
pak,2018,2631.400591533298,million 2017 PPP$
pak,2019,2759.407236450748,million 2017 PPP$
pak,2020,2851.3872926512217,million 2017 PPP$
pak,2021,2902.1315022725103,million 2017 PPP$
pak,2022,2921.5794967662778,million 2017 PPP$
pan,2004,197.35521614607006,million 2017 PPP$
pan,2005,196.4992896094968,million 2017 PPP$
pan,2006,195.75300437844456,million 2017 PPP$
pan,2007,195.40220467481507,million 2017 PPP$
pan,2008,195.29324622223788,million 2017 PPP$
pan,2009,195.8589525493224,million 2017 PPP$
pan,2010,197.14936971641313,million 2017 PPP$
pan,2011,200.10885988539798,million 2017 PPP$
pan,2012,204.98379716919024,million 2017 PPP$
pan,2013,212.36499756298633,million 2017 PPP$
pan,2014,222.49034762299843,million 2017 PPP$
pan,2015,235.24752660391994,million 2017 PPP$
pan,2016,250.17712974359785,million 2017 PPP$
pan,2017,266.5044584051736,million 2017 PPP$
pan,2018,283.3922985962047,million 2017 PPP$
pan,2019,300.15500117054125,million 2017 PPP$
pan,2020,315.88424428983916,million 2017 PPP$
pan,2021,330.3195925741052,million 2017 PPP$
pan,2022,343.4036722649451,million 2017 PPP$
per,2004,659.7116850096811,million 2017 PPP$
per,2005,664.0333799851371,million 2017 PPP$
per,2006,666.9775315134639,million 2017 PPP$
per,2007,667.0983364741438,million 2017 PPP$
per,2008,667.4637109923628,million 2017 PPP$
per,2009,667.4335068211534,million 2017 PPP$
per,2010,666.3893092808034,million 2017 PPP$
per,2011,665.4354357255072,million 2017 PPP$
per,2012,664.8117966284667,million 2017 PPP$
per,2013,664.948494641091,million 2017 PPP$
per,2014,666.3176182411153,million 2017 PPP$
per,2015,669.2048890942294,million 2017 PPP$
per,2016,673.6193022712569,million 2017 PPP$
per,2017,679.5274759114158,million 2017 PPP$
per,2018,687.4882225530059,million 2017 PPP$
per,2019,699.3437810768625,million 2017 PPP$
per,2020,718.3142220697383,million 2017 PPP$
per,2021,748.1413417180457,million 2017 PPP$
per,2022,791.6000301521716,million 2017 PPP$
phl,2004,293.20488954110857,million 2017 PPP$
phl,2005,303.38795816312245,million 2017 PPP$
phl,2006,317.523090005722,million 2017 PPP$
phl,2007,336.8125191735908,million 2017 PPP$
phl,2008,361.86173715330364,million 2017 PPP$
phl,2009,392.7999769973633,million 2017 PPP$
phl,2010,429.5866859232024,million 2017 PPP$
phl,2011,469.04085234216745,million 2017 PPP$
phl,2012,506.57548790402006,million 2017 PPP$
phl,2013,544.4175355850821,million 2017 PPP$
phl,2014,593.8119093758436,million 2017 PPP$
phl,2015,663.04420687571,million 2017 PPP$
phl,2016,751.2686805709058,million 2017 PPP$
phl,2017,850.9747450957798,million 2017 PPP$
phl,2018,952.5569770279299,million 2017 PPP$
phl,2019,1048.021637906354,million 2017 PPP$
phl,2020,1131.6557813816046,million 2017 PPP$
phl,2021,1201.1316873754793,million 2017 PPP$
phl,2022,1257.3534189098866,million 2017 PPP$
pol,2004,1895.8108006603643,million 2017 PPP$
pol,2005,1892.6631495307468,million 2017 PPP$
pol,2006,1903.4660442808213,million 2017 PPP$
pol,2007,1934.5792539960041,million 2017 PPP$
pol,2008,1965.2976310169163,million 2017 PPP$
pol,2009,1993.9700701239174,million 2017 PPP$
pol,2010,2029.7024295673623,million 2017 PPP$
pol,2011,2083.177033460464,million 2017 PPP$
pol,2012,2145.8457168169575,million 2017 PPP$
pol,2013,2193.380851917795,million 2017 PPP$
pol,2014,2214.7587658139696,million 2017 PPP$
pol,2015,2218.8802619853936,million 2017 PPP$
pol,2016,2181.592598828194,million 2017 PPP$
pol,2017,2104.4366141153305,million 2017 PPP$
pol,2018,2020.6964540041347,million 2017 PPP$
pol,2019,1962.2031569852745,million 2017 PPP$
pol,2020,1956.6034417962915,million 2017 PPP$
pol,2021,2016.6793044929466,million 2017 PPP$
pol,2022,2121.1512314055544,million 2017 PPP$
pri,2004,394.5355098080414,million 2017 PPP$
pri,2005,382.98951560058714,million 2017 PPP$
pri,2006,370.7065574052731,million 2017 PPP$
pri,2007,357.50580861213257,million 2017 PPP$
pri,2008,344.1783621429379,million 2017 PPP$
pri,2009,330.9134561021359,million 2017 PPP$
pri,2010,318.04539929432116,million 2017 PPP$
pri,2011,306.08126773486686,million 2017 PPP$
pri,2012,295.1432811278404,million 2017 PPP$
pri,2013,285.1847446451276,million 2017 PPP$
pri,2014,275.8429864415784,million 2017 PPP$
pri,2015,266.53179323469277,million 2017 PPP$
pri,2016,257.2076016054176,million 2017 PPP$
pri,2017,247.40329297966957,million 2017 PPP$
pri,2018,237.2937312803544,million 2017 PPP$
pri,2019,226.92335600767245,million 2017 PPP$
pri,2020,216.99625459827993,million 2017 PPP$
pri,2021,207.87250130452983,million 2017 PPP$
pri,2022,200.17650699187158,million 2017 PPP$
prt,2004,1635.0558841156787,million 2017 PPP$
prt,2005,1716.9737979425913,million 2017 PPP$
prt,2006,1795.0437885158387,million 2017 PPP$
prt,2007,1866.0269423521743,million 2017 PPP$
prt,2008,1927.886272646128,million 2017 PPP$
prt,2009,1977.8445397571807,million 2017 PPP$
prt,2010,2014.965415048395,million 2017 PPP$
prt,2011,2038.2434686749539,million 2017 PPP$
prt,2012,2047.943715545148,million 2017 PPP$
prt,2013,2044.64178112576,million 2017 PPP$
prt,2014,2029.922577760832,million 2017 PPP$
prt,2015,2004.7238118680925,million 2017 PPP$
prt,2016,1969.6532302239784,million 2017 PPP$
prt,2017,1924.0521788569622,million 2017 PPP$
prt,2018,1868.0971489616938,million 2017 PPP$
prt,2019,1802.7229092306295,million 2017 PPP$
prt,2020,1729.5612663142535,million 2017 PPP$
prt,2021,1650.1037893313062,million 2017 PPP$
prt,2022,1569.4252661465373,million 2017 PPP$
pry,2004,213.47288669798746,million 2017 PPP$
pry,2005,221.6260520026002,million 2017 PPP$
pry,2006,227.47868087217861,million 2017 PPP$
pry,2007,229.70782270028735,million 2017 PPP$
pry,2008,228.82379042811917,million 2017 PPP$
pry,2009,224.98298549648683,million 2017 PPP$
pry,2010,218.85235334931832,million 2017 PPP$
pry,2011,210.72015869982366,million 2017 PPP$
pry,2012,201.52646571490632,million 2017 PPP$
pry,2013,192.15615061494023,million 2017 PPP$
pry,2014,183.5119370847549,million 2017 PPP$
pry,2015,176.46067706530076,million 2017 PPP$
pry,2016,172.08299828400422,million 2017 PPP$
pry,2017,170.7930971866908,million 2017 PPP$
pry,2018,173.0819658342009,million 2017 PPP$
pry,2019,179.46421990379824,million 2017 PPP$
pry,2020,189.2310528916554,million 2017 PPP$
pry,2021,202.00683295657478,million 2017 PPP$
pry,2022,217.23545854130035,million 2017 PPP$
qat,2004,71.1661165316019,million 2017 PPP$
qat,2005,75.56010608865955,million 2017 PPP$
qat,2006,80.22539250956895,million 2017 PPP$
qat,2007,85.17872640044331,million 2017 PPP$
qat,2008,90.43789259536726,million 2017 PPP$
qat,2009,96.02177401244421,million 2017 PPP$
qat,2010,101.95041945248971,million 2017 PPP$
qat,2011,108.24511558380047,million 2017 PPP$
qat,2012,114.92846337145878,million 2017 PPP$
qat,2013,121.84366086180384,million 2017 PPP$
qat,2014,127.79452287062917,million 2017 PPP$
qat,2015,130.99520081699046,million 2017 PPP$
qat,2016,130.55056640753784,million 2017 PPP$
qat,2017,126.84951676250894,million 2017 PPP$
qat,2018,120.75926364467743,million 2017 PPP$
qat,2019,113.0432620679923,million 2017 PPP$
qat,2020,104.59401685203514,million 2017 PPP$
qat,2021,96.49313494504105,million 2017 PPP$
qat,2022,89.48942788855648,million 2017 PPP$
rou,2004,80.20980907783036,million 2017 PPP$
rou,2005,77.46626346223994,million 2017 PPP$
rou,2006,90.99924639475833,million 2017 PPP$
rou,2007,127.16113031694121,million 2017 PPP$
rou,2008,186.61569692768805,million 2017 PPP$
rou,2009,263.0066627017465,million 2017 PPP$
rou,2010,333.89097416467644,million 2017 PPP$
rou,2011,390.15566541404775,million 2017 PPP$
rou,2012,436.3094586822104,million 2017 PPP$
rou,2013,476.01356305956637,million 2017 PPP$
rou,2014,513.9279907304626,million 2017 PPP$
rou,2015,551.1178738967245,million 2017 PPP$
rou,2016,587.7063679713714,million 2017 PPP$
rou,2017,622.4186552158358,million 2017 PPP$
rou,2018,650.8893715110887,million 2017 PPP$
rou,2019,671.1749805209512,million 2017 PPP$
rou,2020,688.0739829496316,million 2017 PPP$
rou,2021,707.9006872103214,million 2017 PPP$
rou,2022,730.6425860120166,million 2017 PPP$
rus,2004,1678.7757682199035,million 2017 PPP$
rus,2005,1854.3453833545727,million 2017 PPP$
