gtap12,year,rd_stock,unit
rus,2006,2036.0003973537803,million 2017 PPP$
rus,2007,2231.7615483021586,million 2017 PPP$
rus,2008,2459.33374064804,million 2017 PPP$
rus,2009,2723.4946318151847,million 2017 PPP$
rus,2010,3000.724056102628,million 2017 PPP$
rus,2011,3244.7710235644995,million 2017 PPP$
rus,2012,3416.5308792690685,million 2017 PPP$
rus,2013,3508.314412271636,million 2017 PPP$
rus,2014,3566.4499303410867,million 2017 PPP$
rus,2015,3635.3797402843484,million 2017 PPP$
rus,2016,3741.762980805178,million 2017 PPP$
rus,2017,3877.7081430366825,million 2017 PPP$
rus,2018,4010.379596557728,million 2017 PPP$
rus,2019,4126.835301721312,million 2017 PPP$
rus,2020,4239.33661008475,million 2017 PPP$
rus,2021,4358.417947406192,million 2017 PPP$
rus,2022,4480.014223077162,million 2017 PPP$
rwa,2004,84.28072020939655,million 2017 PPP$
rwa,2005,91.73119276435638,million 2017 PPP$
rwa,2006,99.68431620402315,million 2017 PPP$
rwa,2007,108.95713191797238,million 2017 PPP$
rwa,2008,118.6015797422527,million 2017 PPP$
rwa,2009,128.22779961723,million 2017 PPP$
rwa,2010,137.7854285728808,million 2017 PPP$
rwa,2011,147.50839354325174,million 2017 PPP$
rwa,2012,157.9229267816617,million 2017 PPP$
rwa,2013,169.97268004799432,million 2017 PPP$
rwa,2014,184.24527258508706,million 2017 PPP$
rwa,2015,200.46084747552848,million 2017 PPP$
rwa,2016,216.0365767924076,million 2017 PPP$
rwa,2017,227.8575599162974,million 2017 PPP$
rwa,2018,234.6932072393041,million 2017 PPP$
rwa,2019,237.20426425123554,million 2017 PPP$
rwa,2020,236.96196738567,million 2017 PPP$
rwa,2021,235.6720271482298,million 2017 PPP$
rwa,2022,234.58705751699017,million 2017 PPP$
sau,2004,1369.254479981526,million 2017 PPP$
sau,2005,1361.7320147416424,million 2017 PPP$
sau,2006,1344.9241420376466,million 2017 PPP$
sau,2007,1317.338733816146,million 2017 PPP$
sau,2008,1279.842179586504,million 2017 PPP$
sau,2009,1234.9806023868732,million 2017 PPP$
sau,2010,1189.3326009373418,million 2017 PPP$
sau,2011,1149.340019291479,million 2017 PPP$
sau,2012,1116.6670548911472,million 2017 PPP$
sau,2013,1090.1280791594304,million 2017 PPP$
sau,2014,1069.35078933896,million 2017 PPP$
sau,2015,1058.6906161423074,million 2017 PPP$
sau,2016,1063.9242626737127,million 2017 PPP$
sau,2017,1088.841147199866,million 2017 PPP$
sau,2018,1131.4813348950695,million 2017 PPP$
sau,2019,1181.9741023587248,million 2017 PPP$
sau,2020,1231.1309568768827,million 2017 PPP$
sau,2021,1276.2976877085052,million 2017 PPP$
sau,2022,1316.298879471695,million 2017 PPP$
sen,2004,307.8564587018658,million 2017 PPP$
sen,2005,303.5483418615665,million 2017 PPP$
sen,2006,301.3206939519016,million 2017 PPP$
sen,2007,298.9388575265636,million 2017 PPP$
sen,2008,294.7450709826732,million 2017 PPP$
sen,2009,290.27117077444467,million 2017 PPP$
sen,2010,288.27360266840833,million 2017 PPP$
sen,2011,292.1722716439793,million 2017 PPP$
sen,2012,300.9510734387589,million 2017 PPP$
sen,2013,311.5553361423724,million 2017 PPP$
sen,2014,322.7846509445018,million 2017 PPP$
sen,2015,336.7461690544973,million 2017 PPP$
sen,2016,352.022907639687,million 2017 PPP$
sen,2017,365.8274990976086,million 2017 PPP$
sen,2018,375.9913831201856,million 2017 PPP$
sen,2019,382.6819550034972,million 2017 PPP$
sen,2020,387.3674362595671,million 2017 PPP$
sen,2021,390.9635298757716,million 2017 PPP$
sen,2022,394.6140773661139,million 2017 PPP$
sgp,2004,190.6780697361325,million 2017 PPP$
sgp,2005,186.8843102977825,million 2017 PPP$
sgp,2006,175.94738755697855,million 2017 PPP$
sgp,2007,160.84527551324933,million 2017 PPP$
sgp,2008,144.39546299046995,million 2017 PPP$
sgp,2009,129.11468006130056,million 2017 PPP$
sgp,2010,117.19636419620477,million 2017 PPP$
sgp,2011,109.94913359178167,million 2017 PPP$
sgp,2012,107.89861609112859,million 2017 PPP$
sgp,2013,111.16141472153524,million 2017 PPP$
sgp,2014,120.84433185485528,million 2017 PPP$
sgp,2015,137.76945368497476,million 2017 PPP$
sgp,2016,160.73489955477126,million 2017 PPP$
sgp,2017,185.78012859254798,million 2017 PPP$
sgp,2018,211.16640000324944,million 2017 PPP$
sgp,2019,236.34528290938783,million 2017 PPP$
sgp,2020,261.34286848326644,million 2017 PPP$
sgp,2021,283.4577923461701,million 2017 PPP$
sgp,2022,299.7024698579382,million 2017 PPP$
slv,2004,151.65327607019861,million 2017 PPP$
slv,2005,146.52817479625483,million 2017 PPP$
slv,2006,141.0382500032872,million 2017 PPP$
slv,2007,135.10747183945622,million 2017 PPP$
slv,2008,129.0380660770467,million 2017 PPP$
slv,2009,122.81050524838273,million 2017 PPP$
slv,2010,116.51767476906781,million 2017 PPP$
slv,2011,110.1645139751917,million 2017 PPP$
slv,2012,103.71101350024838,million 2017 PPP$
slv,2013,97.0579929939751,million 2017 PPP$
slv,2014,90.11181044053512,million 2017 PPP$
slv,2015,82.84040672679069,million 2017 PPP$
slv,2016,75.29474387080775,million 2017 PPP$
slv,2017,67.66314253773227,million 2017 PPP$
slv,2018,60.32927918022719,million 2017 PPP$
slv,2019,53.87904138460254,million 2017 PPP$
slv,2020,49.244204917990935,million 2017 PPP$
slv,2021,46.723148134889996,million 2017 PPP$
slv,2022,46.827031255942416,million 2017 PPP$
stp,2004,2.989762056736512,million 2017 PPP$
stp,2005,2.991798332172729,million 2017 PPP$
stp,2006,3.002706516582741,million 2017 PPP$
stp,2007,3.019439167814234,million 2017 PPP$
stp,2008,3.0419245200173775,million 2017 PPP$
stp,2009,3.054346304728547,million 2017 PPP$
stp,2010,3.044034533427926,million 2017 PPP$
stp,2011,3.011806841932757,million 2017 PPP$
stp,2012,2.9708602936839705,million 2017 PPP$
stp,2013,2.9352466597808844,million 2017 PPP$
stp,2014,2.918323242760263,million 2017 PPP$
stp,2015,2.925934333867396,million 2017 PPP$
stp,2016,2.959467206491909,million 2017 PPP$
stp,2017,3.0127777649045244,million 2017 PPP$
stp,2018,3.074947862045915,million 2017 PPP$
stp,2019,3.1360883057496927,million 2017 PPP$
stp,2020,3.193400711801085,million 2017 PPP$
stp,2021,3.251145891958418,million 2017 PPP$
stp,2022,3.308968292141457,million 2017 PPP$
svk,2004,105.3029812204472,million 2017 PPP$
svk,2005,105.7611028242073,million 2017 PPP$
svk,2006,109.74936056987848,million 2017 PPP$
svk,2007,118.74119243015649,million 2017 PPP$
svk,2008,133.21889324624993,million 2017 PPP$
svk,2009,150.29086833124109,million 2017 PPP$
svk,2010,165.1523642970239,million 2017 PPP$
svk,2011,179.96238921449745,million 2017 PPP$
svk,2012,197.6947036010607,million 2017 PPP$
svk,2013,216.8921562620498,million 2017 PPP$
svk,2014,230.82240202003373,million 2017 PPP$
svk,2015,252.78057373017734,million 2017 PPP$
svk,2016,300.62462853431595,million 2017 PPP$
svk,2017,357.5393118150345,million 2017 PPP$
svk,2018,399.66645159134913,million 2017 PPP$
svk,2019,418.0199129779731,million 2017 PPP$
svk,2020,416.9798918428761,million 2017 PPP$
svk,2021,403.5109380542869,million 2017 PPP$
svk,2022,386.09063282360705,million 2017 PPP$
svn,2004,192.47858254843734,million 2017 PPP$
svn,2005,180.19932676643378,million 2017 PPP$
svn,2006,173.044505804677,million 2017 PPP$
svn,2007,171.6815207843329,million 2017 PPP$
svn,2008,173.1186631020403,million 2017 PPP$
svn,2009,169.34685070524853,million 2017 PPP$
svn,2010,156.86170345781227,million 2017 PPP$
svn,2011,140.49537830605647,million 2017 PPP$
svn,2012,130.676239019526,million 2017 PPP$
svn,2013,131.84174230304177,million 2017 PPP$
svn,2014,139.7202622957559,million 2017 PPP$
svn,2015,147.92507410364095,million 2017 PPP$
svn,2016,152.93849998700364,million 2017 PPP$
svn,2017,156.07863478572477,million 2017 PPP$
svn,2018,159.1123184249407,million 2017 PPP$
svn,2019,165.04853294656965,million 2017 PPP$
svn,2020,174.6830194397696,million 2017 PPP$
svn,2021,186.13741522137184,million 2017 PPP$
svn,2022,196.07668015370305,million 2017 PPP$
swe,2004,2370.609284726728,million 2017 PPP$
swe,2005,2309.3286563456595,million 2017 PPP$
swe,2006,2245.8060367380676,million 2017 PPP$
swe,2007,2185.6291557436366,million 2017 PPP$
swe,2008,2130.5007528255305,million 2017 PPP$
swe,2009,2082.7378545374936,million 2017 PPP$
swe,2010,2043.2875502569093,million 2017 PPP$
swe,2011,2011.8389178751038,million 2017 PPP$
swe,2012,1987.8219194699618,million 2017 PPP$
swe,2013,1970.3166693536143,million 2017 PPP$
swe,2014,1958.229241043558,million 2017 PPP$
swe,2015,1950.8487637149497,million 2017 PPP$
swe,2016,1950.411924950847,million 2017 PPP$
swe,2017,1958.5972897178508,million 2017 PPP$
swe,2018,1977.7996904119007,million 2017 PPP$
swe,2019,2011.622404165805,million 2017 PPP$
swe,2020,2065.2684951270394,million 2017 PPP$
swe,2021,2140.542955646732,million 2017 PPP$
swe,2022,2235.6920209090836,million 2017 PPP$
tgo,2004,99.89167295619721,million 2017 PPP$
tgo,2005,97.98438025674241,million 2017 PPP$
tgo,2006,95.52433122641929,million 2017 PPP$
tgo,2007,93.0435524659682,million 2017 PPP$
tgo,2008,90.67321490715268,million 2017 PPP$
tgo,2009,88.32792206668118,million 2017 PPP$
tgo,2010,85.41420761576411,million 2017 PPP$
tgo,2011,82.0389780648781,million 2017 PPP$
tgo,2012,78.60480240424651,million 2017 PPP$
tgo,2013,75.27547530070908,million 2017 PPP$
tgo,2014,71.7292801725468,million 2017 PPP$
tgo,2015,68.16475722062727,million 2017 PPP$
tgo,2016,64.75895705585594,million 2017 PPP$
tgo,2017,62.27345319922335,million 2017 PPP$
tgo,2018,60.531216436859694,million 2017 PPP$
tgo,2019,59.659211169141955,million 2017 PPP$
tgo,2020,59.52240227141582,million 2017 PPP$
tgo,2021,60.289070916440274,million 2017 PPP$
tgo,2022,62.08199693904748,million 2017 PPP$
tha,2004,4329.876563498262,million 2017 PPP$
tha,2005,4374.991012588902,million 2017 PPP$
tha,2006,4392.6988369619,million 2017 PPP$
tha,2007,4366.827275118657,million 2017 PPP$
tha,2008,4286.546990432708,million 2017 PPP$
tha,2009,4195.647306289189,million 2017 PPP$
tha,2010,4190.295856920324,million 2017 PPP$
tha,2011,4312.991221046219,million 2017 PPP$
tha,2012,4525.053314354556,million 2017 PPP$
tha,2013,4768.523257312563,million 2017 PPP$
tha,2014,5007.671183869255,million 2017 PPP$
tha,2015,5218.742044586267,million 2017 PPP$
tha,2016,5404.57985202282,million 2017 PPP$
tha,2017,5569.253459860913,million 2017 PPP$
tha,2018,5733.576783581115,million 2017 PPP$
tha,2019,5904.449054837104,million 2017 PPP$
tha,2020,6078.033960342638,million 2017 PPP$
tha,2021,6246.776997737352,million 2017 PPP$
tha,2022,6405.691932447467,million 2017 PPP$
tjk,2004,0,million 2017 PPP$
tjk,2005,0,million 2017 PPP$
tjk,2006,0,million 2017 PPP$
tjk,2007,0,million 2017 PPP$
tjk,2008,0,million 2017 PPP$
tjk,2009,0,million 2017 PPP$
tjk,2010,0,million 2017 PPP$
tjk,2011,0,million 2017 PPP$
tjk,2012,0,million 2017 PPP$
tjk,2013,0.4076102606116363,million 2017 PPP$
tjk,2014,3.059040580487689,million 2017 PPP$
tjk,2015,8.600506265180753,million 2017 PPP$
tjk,2016,15.759521000356767,million 2017 PPP$
tjk,2017,22.866705313092293,million 2017 PPP$
tjk,2018,28.696611516835574,million 2017 PPP$
tjk,2019,33.12535760816081,million 2017 PPP$
tjk,2020,36.60814333555076,million 2017 PPP$
tjk,2021,39.60119696481405,million 2017 PPP$
tjk,2022,42.386782017161536,million 2017 PPP$
tto,2004,144.03024979453065,million 2017 PPP$
tto,2005,148.39780544987994,million 2017 PPP$
tto,2006,152.98912850261627,million 2017 PPP$
tto,2007,157.74072651677977,million 2017 PPP$
tto,2008,162.6321343077829,million 2017 PPP$
tto,2009,167.58202080631418,million 2017 PPP$
tto,2010,172.35733164553056,million 2017 PPP$
tto,2011,176.50070005243444,million 2017 PPP$
tto,2012,179.3865491293001,million 2017 PPP$
tto,2013,180.3955367357654,million 2017 PPP$
tto,2014,179.1061727131891,million 2017 PPP$
tto,2015,175.42298210119964,million 2017 PPP$
tto,2016,169.628293580606,million 2017 PPP$
tto,2017,162.37161769384832,million 2017 PPP$
tto,2018,154.591355950861,million 2017 PPP$
tto,2019,147.35271210882956,million 2017 PPP$
tto,2020,141.60701295989367,million 2017 PPP$
tto,2021,137.92861975783325,million 2017 PPP$
tto,2022,136.32559145873003,million 2017 PPP$
tun,2004,501.72469161497764,million 2017 PPP$
tun,2005,522.5437267993375,million 2017 PPP$
tun,2006,538.7173696244402,million 2017 PPP$
tun,2007,548.4474404961493,million 2017 PPP$
tun,2008,551.1409593775794,million 2017 PPP$
tun,2009,546.9925651779077,million 2017 PPP$
tun,2010,536.9297624546437,million 2017 PPP$
tun,2011,522.735951861509,million 2017 PPP$
tun,2012,507.0698262233364,million 2017 PPP$
tun,2013,492.56273201289724,million 2017 PPP$
tun,2014,480.8721837309109,million 2017 PPP$
tun,2015,472.66346519365413,million 2017 PPP$
tun,2016,467.9232252113545,million 2017 PPP$
tun,2017,465.8742741504219,million 2017 PPP$
tun,2018,465.81701321341484,million 2017 PPP$
tun,2019,468.1541801923636,million 2017 PPP$
tun,2020,472.8128960936365,million 2017 PPP$
tun,2021,479.05778904634263,million 2017 PPP$
tun,2022,485.90749959876297,million 2017 PPP$
tur,2004,1736.10116443158,million 2017 PPP$
tur,2005,1708.1895382750904,million 2017 PPP$
tur,2006,1697.9275438878528,million 2017 PPP$
tur,2007,1694.8037784117844,million 2017 PPP$
tur,2008,1702.5213690265555,million 2017 PPP$
tur,2009,1754.9888112383435,million 2017 PPP$
tur,2010,1896.352470800715,million 2017 PPP$
tur,2011,2129.922516049547,million 2017 PPP$
tur,2012,2427.4189346414546,million 2017 PPP$
tur,2013,2764.3407446108795,million 2017 PPP$
tur,2014,3107.2919634230816,million 2017 PPP$
tur,2015,3425.532501381893,million 2017 PPP$
tur,2016,3710.975837217239,million 2017 PPP$
tur,2017,3972.4592598689214,million 2017 PPP$
tur,2018,4218.2479564673,million 2017 PPP$
tur,2019,4443.267300111729,million 2017 PPP$
tur,2020,4639.28852081055,million 2017 PPP$
tur,2021,4800.196066692953,million 2017 PPP$
tur,2022,4929.166636789337,million 2017 PPP$
twn,2004,3891.437265742067,million 2017 PPP$
twn,2005,3919.7441152359133,million 2017 PPP$
twn,2006,3979.7988926567664,million 2017 PPP$
twn,2007,4068.5130907365588,million 2017 PPP$
twn,2008,4175.752388137667,million 2017 PPP$
twn,2009,4295.456527950132,million 2017 PPP$
twn,2010,4422.710456168525,million 2017 PPP$
twn,2011,4549.215307030279,million 2017 PPP$
twn,2012,4667.8875538588945,million 2017 PPP$
twn,2013,4763.0475687056405,million 2017 PPP$
twn,2014,4822.310239037615,million 2017 PPP$
twn,2015,4839.909748149414,million 2017 PPP$
twn,2016,4819.687572186904,million 2017 PPP$
twn,2017,4770.0366069648735,million 2017 PPP$
twn,2018,4701.769305213396,million 2017 PPP$
twn,2019,4623.175365657183,million 2017 PPP$
twn,2020,4547.050584989174,million 2017 PPP$
twn,2021,4487.025774109053,million 2017 PPP$
twn,2022,4447.425262769788,million 2017 PPP$
tza,2004,274.8366636969869,million 2017 PPP$
tza,2005,291.8152910420192,million 2017 PPP$
tza,2006,308.36680511583336,million 2017 PPP$
tza,2007,323.58082288699654,million 2017 PPP$
tza,2008,341.97063368702334,million 2017 PPP$
tza,2009,368.5786731826238,million 2017 PPP$
tza,2010,404.64426102000556,million 2017 PPP$
tza,2011,448.51883723798375,million 2017 PPP$
tza,2012,494.5103115612428,million 2017 PPP$
tza,2013,534.8896149014589,million 2017 PPP$
tza,2014,562.3226217044433,million 2017 PPP$
tza,2015,579.0014123985388,million 2017 PPP$
tza,2016,582.4490834131954,million 2017 PPP$
tza,2017,575.15795120957,million 2017 PPP$
tza,2018,559.5375793635595,million 2017 PPP$
tza,2019,539.8682309994415,million 2017 PPP$
tza,2020,520.4885912031383,million 2017 PPP$
tza,2021,504.440789918708,million 2017 PPP$
tza,2022,491.25820743428875,million 2017 PPP$
uga,2004,360.49103199281774,million 2017 PPP$
uga,2005,411.41766950613413,million 2017 PPP$
uga,2006,474.52584524311806,million 2017 PPP$
uga,2007,541.2708647500423,million 2017 PPP$
uga,2008,606.7817887650565,million 2017 PPP$
uga,2009,670.0430968635641,million 2017 PPP$
uga,2010,723.6064507397007,million 2017 PPP$
uga,2011,761.2409716411235,million 2017 PPP$
uga,2012,782.5484131017345,million 2017 PPP$
uga,2013,793.3151337289044,million 2017 PPP$
uga,2014,802.2310063802306,million 2017 PPP$
uga,2015,818.3144089418214,million 2017 PPP$
uga,2016,845.9324106513254,million 2017 PPP$
uga,2017,876.1902994478232,million 2017 PPP$
uga,2018,895.8436251405462,million 2017 PPP$
uga,2019,899.2069701859574,million 2017 PPP$
uga,2020,890.9659347034354,million 2017 PPP$
uga,2021,877.1547655865019,million 2017 PPP$
uga,2022,863.5394926927828,million 2017 PPP$
ukr,2004,0,million 2017 PPP$
ukr,2005,0,million 2017 PPP$
ukr,2006,0,million 2017 PPP$
ukr,2007,0,million 2017 PPP$
ukr,2008,0,million 2017 PPP$
ukr,2009,0,million 2017 PPP$
ukr,2010,0,million 2017 PPP$
ukr,2011,0,million 2017 PPP$
ukr,2012,0,million 2017 PPP$
ukr,2013,12.923131024956279,million 2017 PPP$
ukr,2014,93.892428009016,million 2017 PPP$
ukr,2015,247.6824137767186,million 2017 PPP$
ukr,2016,419.2222082879231,million 2017 PPP$
ukr,2017,556.5105235092119,million 2017 PPP$
ukr,2018,643.6044524039912,million 2017 PPP$
ukr,2019,688.9150889127118,million 2017 PPP$
ukr,2020,700.5359337873208,million 2017 PPP$
ukr,2021,690.641257653216,million 2017 PPP$
ukr,2022,670.1056243556773,million 2017 PPP$
ury,2004,509.1409574274402,million 2017 PPP$
ury,2005,532.7374037716412,million 2017 PPP$
ury,2006,551.2816355212543,million 2017 PPP$
ury,2007,564.9689969482354,million 2017 PPP$
ury,2008,574.9140899408077,million 2017 PPP$
ury,2009,583.2677557092868,million 2017 PPP$
ury,2010,592.2241128031436,million 2017 PPP$
ury,2011,603.140474676155,million 2017 PPP$
ury,2012,617.0717816245563,million 2017 PPP$
ury,2013,633.9937149506766,million 2017 PPP$
ury,2014,653.3378148225945,million 2017 PPP$
ury,2015,673.7893837351579,million 2017 PPP$
ury,2016,694.5392297598189,million 2017 PPP$
ury,2017,714.7866163839619,million 2017 PPP$
ury,2018,733.3472824447696,million 2017 PPP$
ury,2019,751.3512447474512,million 2017 PPP$
ury,2020,768.6692511136055,million 2017 PPP$
ury,2021,785.4786529048157,million 2017 PPP$
ury,2022,801.6515374386296,million 2017 PPP$
usa,2004,66849.16942667039,million 2017 PPP$
usa,2005,68597.49885171335,million 2017 PPP$
usa,2006,70352.75808783213,million 2017 PPP$
usa,2007,72116.0748293078,million 2017 PPP$
usa,2008,73882.2919903169,million 2017 PPP$
usa,2009,75656.25182497852,million 2017 PPP$
usa,2010,77439.6053120632,million 2017 PPP$
usa,2011,79249.82255569972,million 2017 PPP$
usa,2012,81085.76765258859,million 2017 PPP$
usa,2013,82953.74496996785,million 2017 PPP$
usa,2014,84863.42825576395,million 2017 PPP$
usa,2015,86816.84152060808,million 2017 PPP$
usa,2016,88809.38751528253,million 2017 PPP$
usa,2017,90841.81728415476,million 2017 PPP$
usa,2018,92919.72060193152,million 2017 PPP$
usa,2019,95014.34114592717,million 2017 PPP$
usa,2020,97113.4261831754,million 2017 PPP$
usa,2021,99187.53855277928,million 2017 PPP$
usa,2022,101205.22821328198,million 2017 PPP$
ven,2004,1618.3019518354242,million 2017 PPP$
ven,2005,1561.1246819367439,million 2017 PPP$
ven,2006,1496.2808535859356,million 2017 PPP$
ven,2007,1428.7284114861088,million 2017 PPP$
ven,2008,1361.0287599255396,million 2017 PPP$
ven,2009,1294.9480331279879,million 2017 PPP$
ven,2010,1230.2996849048754,million 2017 PPP$
ven,2011,1167.8438760282377,million 2017 PPP$
ven,2012,1107.7490167011067,million 2017 PPP$
ven,2013,1052.891444115434,million 2017 PPP$
ven,2014,1001.7708509069716,million 2017 PPP$
ven,2015,950.4764179158178,million 2017 PPP$
ven,2016,914.8080598817655,million 2017 PPP$
ven,2017,889.3867502589635,million 2017 PPP$
ven,2018,873.3860888442352,million 2017 PPP$
ven,2019,867.207420522103,million 2017 PPP$
ven,2020,870.090417335578,million 2017 PPP$
ven,2021,880.2286988324192,million 2017 PPP$
ven,2022,895.0043703020261,million 2017 PPP$
vnm,2004,775.3669018313149,million 2017 PPP$
vnm,2005,910.6681168355753,million 2017 PPP$
vnm,2006,1047.6244348202547,million 2017 PPP$
vnm,2007,1178.8765106338276,million 2017 PPP$
vnm,2008,1298.1711006717305,million 2017 PPP$
vnm,2009,1400.2757219503249,million 2017 PPP$
vnm,2010,1482.0781739667996,million 2017 PPP$
vnm,2011,1537.3676317584732,million 2017 PPP$
vnm,2012,1559.3996583906273,million 2017 PPP$
vnm,2013,1551.1358142220788,million 2017 PPP$
vnm,2014,1523.0082440639214,million 2017 PPP$
vnm,2015,1484.2908636980953,million 2017 PPP$
vnm,2016,1444.1656506446554,million 2017 PPP$
vnm,2017,1406.534065650576,million 2017 PPP$
vnm,2018,1381.724337800592,million 2017 PPP$
vnm,2019,1371.4281305664886,million 2017 PPP$
vnm,2020,1376.0859792833905,million 2017 PPP$
vnm,2021,1393.989972809091,million 2017 PPP$
vnm,2022,1421.2469073493178,million 2017 PPP$
xac,2004,119.55480606172377,million 2017 PPP$
xac,2005,126.5350786536213,million 2017 PPP$
xac,2006,133.9228982698688,million 2017 PPP$
xac,2007,141.7420597658777,million 2017 PPP$
xac,2008,150.0177472726773,million 2017 PPP$
xac,2009,158.7766153105297,million 2017 PPP$
xac,2010,168.12644554077505,million 2017 PPP$
xac,2011,178.58852544594495,million 2017 PPP$
xac,2012,190.49034353016893,million 2017 PPP$
xac,2013,202.8988038249312,million 2017 PPP$
xac,2014,215.7709681853721,million 2017 PPP$
xac,2015,229.7053690453756,million 2017 PPP$
xac,2016,244.25364047173733,million 2017 PPP$
xac,2017,257.6037431018643,million 2017 PPP$
xac,2018,268.0059119041953,million 2017 PPP$
xac,2019,274.8722975306273,million 2017 PPP$
xac,2020,278.68024889829684,million 2017 PPP$
xac,2021,280.5710354867076,million 2017 PPP$
xac,2022,281.68840340547206,million 2017 PPP$
xca,2004,15.554414349142316,million 2017 PPP$
xca,2005,15.667605278472513,million 2017 PPP$
xca,2006,15.80888476213171,million 2017 PPP$
xca,2007,15.98856324569826,million 2017 PPP$
xca,2008,16.22394856953462,million 2017 PPP$
xca,2009,16.4940824134136,million 2017 PPP$
xca,2010,16.734596966152523,million 2017 PPP$
xca,2011,17.161940994765764,million 2017 PPP$
xca,2012,17.62675055512042,million 2017 PPP$
xca,2013,18.12961630753928,million 2017 PPP$
xca,2014,18.654183647735945,million 2017 PPP$
xca,2015,19.193829350272136,million 2017 PPP$
xca,2016,19.690781795801197,million 2017 PPP$
xca,2017,20.08128449965622,million 2017 PPP$
xca,2018,20.40060114523584,million 2017 PPP$
xca,2019,20.599174323363123,million 2017 PPP$
xca,2020,20.678596244332034,million 2017 PPP$
xca,2021,20.665841004765504,million 2017 PPP$
xca,2022,20.57748714176585,million 2017 PPP$
xcb,2004,953.5083768345996,million 2017 PPP$
xcb,2005,922.0857741210907,million 2017 PPP$
xcb,2006,891.4049037526131,million 2017 PPP$
xcb,2007,862.3253225461538,million 2017 PPP$
xcb,2008,836.2343191147701,million 2017 PPP$
xcb,2009,813.7134398356285,million 2017 PPP$
xcb,2010,794.6836605505014,million 2017 PPP$
xcb,2011,778.919127665354,million 2017 PPP$
xcb,2012,765.5176549152545,million 2017 PPP$
xcb,2013,754.3209860345712,million 2017 PPP$
xcb,2014,744.8446164938584,million 2017 PPP$
xcb,2015,737.0262474715581,million 2017 PPP$
xcb,2016,730.6945821418832,million 2017 PPP$
xcb,2017,726.0979731022787,million 2017 PPP$
xcb,2018,723.210171093912,million 2017 PPP$
xcb,2019,722.5308874537056,million 2017 PPP$
xcb,2020,724.1183098633688,million 2017 PPP$
xcb,2021,729.0007340097512,million 2017 PPP$
xcb,2022,737.994865559975,million 2017 PPP$
xcf,2004,156.86528237286754,million 2017 PPP$
xcf,2005,156.2349231198162,million 2017 PPP$
xcf,2006,156.39580152369643,million 2017 PPP$
xcf,2007,157.52571414977885,million 2017 PPP$
xcf,2008,159.3588035201039,million 2017 PPP$
xcf,2009,162.25560455559307,million 2017 PPP$
xcf,2010,166.26191611164882,million 2017 PPP$
xcf,2011,171.39341811919653,million 2017 PPP$
xcf,2012,177.53452859296942,million 2017 PPP$
xcf,2013,183.84124662849905,million 2017 PPP$
xcf,2014,189.0542851308512,million 2017 PPP$
xcf,2015,192.23316553328675,million 2017 PPP$
xcf,2016,192.82413843574415,million 2017 PPP$
xcf,2017,190.69017138765875,million 2017 PPP$
xcf,2018,186.43621901923856,million 2017 PPP$
xcf,2019,181.16987232279385,million 2017 PPP$
xcf,2020,175.91794392595287,million 2017 PPP$
xcf,2021,171.33186409666266,million 2017 PPP$
xcf,2022,167.72065240362156,million 2017 PPP$
xea,2004,0,million 2017 PPP$
xea,2005,0,million 2017 PPP$
xea,2006,0,million 2017 PPP$
xea,2007,0,million 2017 PPP$
xea,2008,0,million 2017 PPP$
xea,2009,0,million 2017 PPP$
xea,2010,0,million 2017 PPP$
xea,2011,0,million 2017 PPP$
xea,2012,0,million 2017 PPP$
xea,2013,0,million 2017 PPP$
xea,2014,0,million 2017 PPP$
xea,2015,0,million 2017 PPP$
xea,2016,0,million 2017 PPP$
xea,2017,0,million 2017 PPP$
xea,2018,0,million 2017 PPP$
xea,2019,0,million 2017 PPP$
xea,2020,0,million 2017 PPP$
xea,2021,0,million 2017 PPP$
xea,2022,0,million 2017 PPP$
xec,2004,728.2034092041275,million 2017 PPP$
xec,2005,731.137754353371,million 2017 PPP$
xec,2006,743.2955971321713,million 2017 PPP$
xec,2007,756.9446045757232,million 2017 PPP$
xec,2008,773.8295673961925,million 2017 PPP$
xec,2009,790.9278202531718,million 2017 PPP$
xec,2010,807.8787629724723,million 2017 PPP$
xec,2011,820.5248479958631,million 2017 PPP$
xec,2012,820.668151845785,million 2017 PPP$
xec,2013,805.4861657700435,million 2017 PPP$
xec,2014,775.2834218466422,million 2017 PPP$
xec,2015,737.4572541385231,million 2017 PPP$
xec,2016,697.929345448755,million 2017 PPP$
xec,2017,664.2760132651179,million 2017 PPP$
xec,2018,636.974745704508,million 2017 PPP$
xec,2019,617.6966116019024,million 2017 PPP$
xec,2020,606.0050296932599,million 2017 PPP$
xec,2021,598.8872714865314,million 2017 PPP$
xec,2022,591.7052097559994,million 2017 PPP$
xee,2004,0,million 2017 PPP$
xee,2005,0,million 2017 PPP$
xee,2006,0,million 2017 PPP$
xee,2007,0,million 2017 PPP$
xee,2008,0,million 2017 PPP$
xee,2009,0,million 2017 PPP$
xee,2010,0,million 2017 PPP$
xee,2011,0,million 2017 PPP$
xee,2012,0,million 2017 PPP$
xee,2013,0.8103749060386096,million 2017 PPP$
xee,2014,5.987488102710129,million 2017 PPP$
xee,2015,16.356875910959992,million 2017 PPP$
xee,2016,29.115709133650363,million 2017 PPP$
xee,2017,41.357364676259145,million 2017 PPP$
xee,2018,51.25225422940828,million 2017 PPP$
xee,2019,58.661260762819616,million 2017 PPP$
xee,2020,64.12965105726285,million 2017 PPP$
